timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734470876824,17,/home/notice-72,200,OK,Thread Group - 50 1-1,text,true,,3583,512,1,3,https://cse.buet.ac.bd/home/notice,17,0,0
1734470876826,20,/moodle/lib/ajax/getnavbranch.php-6,200,OK,Thread Group - 100 2-1,text,true,,1371,677,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/getnavbranch.php,20,0,0
1734470876824,23,Home,200,OK,Thread Group - 100 2-2,text,true,,55565,241,2,3,https://cse.buet.ac.bd/home,3,0,0
1734470876824,3,Home-0,301,Moved Permanently,Thread Group - 100 2-2,text,true,,498,121,2,3,https://cse.buet.ac.bd/home/,3,0,0
1734470876827,20,Home-1,200,OK,Thread Group - 100 2-2,text,true,,55067,120,2,3,https://cse.buet.ac.bd/home,17,0,0
1734470876847,8,/moodle/lib/ajax/service-nologin.php-7,200,OK,Thread Group - 100 2-1,text,true,,835,841,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22pix_icon_fontawesome%22%2C%22themename%22%3A%22%22%2C%22lang%22%3A%22en%22%7D%7D%5D,8,0,0
1734470876847,15,Notice,200,OK,Thread Group - 100 2-2,text,true,,23461,127,2,3,https://cse.buet.ac.bd/home/notice,15,0,0
1734470876863,5,/moodle/theme/image.php/classic/core/1731384351/i/loading_small-1,200,OK,Thread Group - 100 2-2,bin,true,,2201,551,2,3,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/i/loading_small,5,0,0
1734470876869,37,/moodle/lib/ajax/getnavbranch.php-3,200,OK,Thread Group - 100 2-2,text,false,"The operation lasted too long: It took 37 milliseconds, but should not have lasted longer than 30 milliseconds.",1371,661,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/getnavbranch.php,37,0,0
1734470876856,56,/moodle/my/courses.php-8,200,OK,Thread Group - 100 2-1,text,false,"The operation lasted too long: It took 56 milliseconds, but should not have lasted longer than 30 milliseconds.",8817,533,2,3,https://cse.buet.ac.bd/moodle/my/courses.php,56,0,0
1734470876914,30,/moodle/lib/ajax/service-nologin.php-9,200,OK,Thread Group - 100 2-1,text,true,,13314,839,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22paged_content%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,29,0,0
1734470876907,54,/moodle/course/index.php-2,200,OK,Thread Group - 100 2-2,text,false,"The operation lasted too long: It took 54 milliseconds, but should not have lasted longer than 30 milliseconds.",8121,519,2,3,https://cse.buet.ac.bd/moodle/course/index.php,53,0,0
1734470876944,22,/moodle/lib/ajax/service-nologin.php-10,200,OK,Thread Group - 100 2-1,text,true,,382,798,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_get_string&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22pagedcontentnavigationactiveitem%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22core%22%2C%22lang%22%3A%22en%22%7D%7D%5D,22,0,0
1734470876961,15,/moodle/theme/yui_combo.php-4,200,OK,Thread Group - 100 2-2,text,true,,606,476,2,3,https://cse.buet.ac.bd/moodle/theme/yui_combo.php?m%2F1731384351%2Fcourse%2Fcategoryexpander%2Fcategoryexpander-min.js,15,0,0
1734470876967,24,/moodle/lib/ajax/service.php?sesskey=WmvrJeeMTA&info=core_course_get_enrolled_courses_by_timeline_classification-11,200,OK,Thread Group - 100 2-1,text,true,,706,851,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service.php?sesskey=WmvrJeeMTA&info=core_course_get_enrolled_courses_by_timeline_classification,23,0,0
1734470876977,17,/moodle/theme/image.php/classic/core/1731384351/t/collapsed-5,200,OK,Thread Group - 100 2-2,text,true,,844,547,2,3,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/t/collapsed,16,0,0
1734470876991,30,/moodle/lib/ajax/service-nologin.php-12,200,OK,Thread Group - 100 2-1,text,true,,853,841,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22overlay_loading%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,30,0,0
1734470877022,22,/moodle/lib/ajax/service-nologin.php-13,200,OK,Thread Group - 100 2-1,text,true,,1151,843,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core_course%22%2C%22template%22%3A%22no-courses%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,22,0,0
1734470876842,204,/home/download/1306-75,200,OK,Thread Group - 50 1-1,text,false,"The operation lasted too long: It took 204 milliseconds, but should not have lasted longer than 30 milliseconds.",644272,518,1,3,https://cse.buet.ac.bd/home/download/1306,11,0,0
1734470877046,5,/moodle/theme/image.php/classic/block_myoverview/1731384351/courses-14,200,OK,Thread Group - 100 2-1,text,true,,1296,528,2,3,https://cse.buet.ac.bd/moodle/theme/image.php/classic/block_myoverview/1731384351/courses,4,0,0
1734470877047,4,/favicon.ico-76,200,OK,Thread Group - 50 1-1,bin,true,,4587,466,1,3,https://cse.buet.ac.bd/favicon.ico,3,0,0
1734470877051,19,/home-22,200,OK,Thread Group - 100 2-1,text,true,,7496,452,2,3,https://cse.buet.ac.bd/home,19,0,0
1734470877051,21,/home/notice-77,200,OK,Thread Group - 50 1-1,text,true,,3583,512,1,3,https://cse.buet.ac.bd/home/notice,21,0,0
1734470877073,4,/moodle/theme/image.php/classic/core/1731384351/i/loading_small-1,200,OK,Thread Group - 50 1-1,bin,true,,2201,551,1,3,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/i/loading_small,3,0,0
1734470877071,10,/home/aboutus-65,200,OK,Thread Group - 100 2-1,text,true,,6687,505,2,3,https://cse.buet.ac.bd/home/aboutus,9,0,0
1734470877081,10,/home/mission_vision-66,200,OK,Thread Group - 100 2-1,text,true,,3027,520,2,3,https://cse.buet.ac.bd/home/mission_vision,9,0,0
1734470877077,21,/moodle/lib/ajax/getnavbranch.php-3,200,OK,Thread Group - 50 1-1,text,true,,1371,661,1,3,https://cse.buet.ac.bd/moodle/lib/ajax/getnavbranch.php,21,0,0
1734470877091,11,/home/news_detail/184-67,200,OK,Thread Group - 100 2-1,text,true,,4170,528,2,3,https://cse.buet.ac.bd/home/news_detail/184,11,0,0
1734470877103,8,/home/mission_vision-69,200,OK,Thread Group - 100 2-1,text,true,,3027,520,2,3,https://cse.buet.ac.bd/home/mission_vision,8,0,0
1734470877112,10,/home/history-70,200,OK,Thread Group - 100 2-1,text,true,,3275,520,2,3,https://cse.buet.ac.bd/home/history,9,0,0
1734470877123,9,/home/aboutus-71,200,OK,Thread Group - 100 2-1,text,true,,6687,513,2,3,https://cse.buet.ac.bd/home/aboutus,8,0,0
1734470877132,2,/moodle/theme/image.php/classic/core/1731384351/i/loading_small-1,200,OK,Thread Group - 100 2-1,bin,true,,2201,551,2,3,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/i/loading_small,2,0,0
1734470877099,38,/moodle/course/index.php-2,200,OK,Thread Group - 50 1-1,text,false,"The operation lasted too long: It took 38 milliseconds, but should not have lasted longer than 30 milliseconds.",8125,519,1,3,https://cse.buet.ac.bd/moodle/course/index.php,37,0,0
1734470877138,3,/moodle/theme/yui_combo.php-4,200,OK,Thread Group - 50 1-1,text,true,,606,476,1,3,https://cse.buet.ac.bd/moodle/theme/yui_combo.php?m%2F1731384351%2Fcourse%2Fcategoryexpander%2Fcategoryexpander-min.js,3,0,0
1734470877142,2,/moodle/theme/image.php/classic/core/1731384351/t/collapsed-5,200,OK,Thread Group - 50 1-1,text,true,,844,547,1,3,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/t/collapsed,2,0,0
1734470877135,17,/moodle/lib/ajax/getnavbranch.php-3,200,OK,Thread Group - 100 2-1,text,true,,1371,661,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/getnavbranch.php,17,0,0
1734470877145,18,/moodle/lib/ajax/getnavbranch.php-6,200,OK,Thread Group - 50 1-1,text,true,,1371,677,1,3,https://cse.buet.ac.bd/moodle/lib/ajax/getnavbranch.php,17,0,0
1734470877163,9,/moodle/lib/ajax/service-nologin.php-7,200,OK,Thread Group - 50 1-1,text,true,,835,841,1,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22pix_icon_fontawesome%22%2C%22themename%22%3A%22%22%2C%22lang%22%3A%22en%22%7D%7D%5D,9,0,0
1734470877152,39,/moodle/course/index.php-2,200,OK,Thread Group - 100 2-1,text,false,"The operation lasted too long: It took 39 milliseconds, but should not have lasted longer than 30 milliseconds.",8121,519,2,3,https://cse.buet.ac.bd/moodle/course/index.php,39,0,0
1734470877192,3,/moodle/theme/yui_combo.php-4,200,OK,Thread Group - 100 2-1,text,true,,606,476,2,3,https://cse.buet.ac.bd/moodle/theme/yui_combo.php?m%2F1731384351%2Fcourse%2Fcategoryexpander%2Fcategoryexpander-min.js,3,0,0
1734470877195,4,/moodle/theme/image.php/classic/core/1731384351/t/collapsed-5,200,OK,Thread Group - 100 2-1,text,true,,844,547,2,3,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/t/collapsed,3,0,0
1734470877173,40,/moodle/my/courses.php-8,200,OK,Thread Group - 50 1-1,text,false,"The operation lasted too long: It took 40 milliseconds, but should not have lasted longer than 30 milliseconds.",8816,533,1,3,https://cse.buet.ac.bd/moodle/my/courses.php,40,0,0
1734470877199,20,/moodle/lib/ajax/getnavbranch.php-6,200,OK,Thread Group - 100 2-1,text,true,,1371,677,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/getnavbranch.php,20,0,0
1734470877214,11,/moodle/lib/ajax/service-nologin.php-9,200,OK,Thread Group - 50 1-1,text,true,,13314,839,1,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22paged_content%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,11,0,0
1734470877220,9,/moodle/lib/ajax/service-nologin.php-7,200,OK,Thread Group - 100 2-1,text,true,,835,841,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22pix_icon_fontawesome%22%2C%22themename%22%3A%22%22%2C%22lang%22%3A%22en%22%7D%7D%5D,9,0,0
1734470876995,234,/moodle/lib/ajax/getnavbranch.php-6,200,OK,Thread Group - 100 2-2,text,false,"The operation lasted too long: It took 234 milliseconds, but should not have lasted longer than 30 milliseconds.",1371,677,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/getnavbranch.php,234,0,0
1734470877226,7,/moodle/lib/ajax/service-nologin.php-10,200,OK,Thread Group - 50 1-1,text,true,,382,798,1,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_get_string&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22pagedcontentnavigationactiveitem%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22core%22%2C%22lang%22%3A%22en%22%7D%7D%5D,7,0,0
1734470877229,11,/moodle/lib/ajax/service-nologin.php-7,200,OK,Thread Group - 100 2-2,text,true,,835,841,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22pix_icon_fontawesome%22%2C%22themename%22%3A%22%22%2C%22lang%22%3A%22en%22%7D%7D%5D,11,0,0
1734470877233,8,/moodle/lib/ajax/service.php?sesskey=WmvrJeeMTA&info=core_course_get_enrolled_courses_by_timeline_classification-11,200,OK,Thread Group - 50 1-1,text,true,,706,851,1,3,https://cse.buet.ac.bd/moodle/lib/ajax/service.php?sesskey=WmvrJeeMTA&info=core_course_get_enrolled_courses_by_timeline_classification,8,0,0
1734470877241,9,/moodle/lib/ajax/service-nologin.php-12,200,OK,Thread Group - 50 1-1,text,true,,853,841,1,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22overlay_loading%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,9,0,0
1734470877229,45,/moodle/my/courses.php-8,200,OK,Thread Group - 100 2-1,text,false,"The operation lasted too long: It took 45 milliseconds, but should not have lasted longer than 30 milliseconds.",8815,533,2,3,https://cse.buet.ac.bd/moodle/my/courses.php,45,0,0
1734470877240,37,/moodle/my/courses.php-8,200,OK,Thread Group - 100 2-2,text,false,"The operation lasted too long: It took 37 milliseconds, but should not have lasted longer than 30 milliseconds.",8815,533,2,3,https://cse.buet.ac.bd/moodle/my/courses.php,37,0,0
1734470877250,37,/moodle/lib/ajax/service-nologin.php-13,200,OK,Thread Group - 50 1-1,text,false,"The operation lasted too long: It took 37 milliseconds, but should not have lasted longer than 30 milliseconds.",1151,843,1,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core_course%22%2C%22template%22%3A%22no-courses%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,36,0,0
1734470877275,13,/moodle/lib/ajax/service-nologin.php-9,200,OK,Thread Group - 100 2-1,text,true,,13314,839,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22paged_content%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,12,0,0
1734470877278,10,/moodle/lib/ajax/service-nologin.php-9,200,OK,Thread Group - 100 2-2,text,true,,13314,839,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22paged_content%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,10,0,0
1734470877287,4,/moodle/theme/image.php/classic/block_myoverview/1731384351/courses-14,200,OK,Thread Group - 50 1-1,text,true,,1296,528,1,3,https://cse.buet.ac.bd/moodle/theme/image.php/classic/block_myoverview/1731384351/courses,4,0,0
1734470877289,8,/moodle/lib/ajax/service-nologin.php-10,200,OK,Thread Group - 100 2-2,text,true,,382,798,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_get_string&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22pagedcontentnavigationactiveitem%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22core%22%2C%22lang%22%3A%22en%22%7D%7D%5D,7,0,0
1734470877289,8,/moodle/lib/ajax/service-nologin.php-10,200,OK,Thread Group - 100 2-1,text,true,,382,798,2,3,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_get_string&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_get_string%22%2C%22args%22%3A%7B%22stringid%22%3A%22pagedcontentnavigationactiveitem%22%2C%22stringparams%22%3A%5B%5D%2C%22component%22%3A%22core%22%2C%22lang%22%3A%22en%22%7D%7D%5D,7,0,0
1734470877297,9,/moodle/lib/ajax/service.php?sesskey=WmvrJeeMTA&info=core_course_get_enrolled_courses_by_timeline_classification-11,200,OK,Thread Group - 100 2-2,text,true,,706,851,2,2,https://cse.buet.ac.bd/moodle/lib/ajax/service.php?sesskey=WmvrJeeMTA&info=core_course_get_enrolled_courses_by_timeline_classification,9,0,0
1734470877297,9,/moodle/lib/ajax/service.php?sesskey=WmvrJeeMTA&info=core_course_get_enrolled_courses_by_timeline_classification-11,200,OK,Thread Group - 100 2-1,text,true,,706,851,2,2,https://cse.buet.ac.bd/moodle/lib/ajax/service.php?sesskey=WmvrJeeMTA&info=core_course_get_enrolled_courses_by_timeline_classification,9,0,0
1734470877307,9,/moodle/lib/ajax/service-nologin.php-12,200,OK,Thread Group - 100 2-1,text,true,,853,841,2,2,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22overlay_loading%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,9,0,0
1734470877307,9,/moodle/lib/ajax/service-nologin.php-12,200,OK,Thread Group - 100 2-2,text,true,,853,841,2,2,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core%22%2C%22template%22%3A%22overlay_loading%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,9,0,0
1734470877316,9,/moodle/lib/ajax/service-nologin.php-13,200,OK,Thread Group - 100 2-2,text,true,,1151,843,2,2,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core_course%22%2C%22template%22%3A%22no-courses%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,9,0,0
1734470877316,9,/moodle/lib/ajax/service-nologin.php-13,200,OK,Thread Group - 100 2-1,text,true,,1151,843,2,2,https://cse.buet.ac.bd/moodle/lib/ajax/service-nologin.php?info=core_output_load_template_with_dependencies&cachekey=1731384351&args=%5B%7B%22index%22%3A0%2C%22methodname%22%3A%22core_output_load_template_with_dependencies%22%2C%22args%22%3A%7B%22component%22%3A%22core_course%22%2C%22template%22%3A%22no-courses%22%2C%22themename%22%3A%22classic%22%2C%22lang%22%3A%22en%22%7D%7D%5D,9,0,0
1734470877326,3,/moodle/theme/image.php/classic/block_myoverview/1731384351/courses-14,200,OK,Thread Group - 100 2-2,text,true,,1296,528,2,2,https://cse.buet.ac.bd/moodle/theme/image.php/classic/block_myoverview/1731384351/courses,3,0,0
1734470877326,3,/moodle/theme/image.php/classic/block_myoverview/1731384351/courses-14,200,OK,Thread Group - 100 2-1,text,true,,1296,528,2,2,https://cse.buet.ac.bd/moodle/theme/image.php/classic/block_myoverview/1731384351/courses,3,0,0
1734470877329,16,/home-22,200,OK,Thread Group - 100 2-2,text,true,,7496,452,1,1,https://cse.buet.ac.bd/home,15,0,0
1734470877345,9,/home/aboutus-65,200,OK,Thread Group - 100 2-2,text,true,,6687,505,1,1,https://cse.buet.ac.bd/home/aboutus,8,0,0
1734470877354,9,/home/mission_vision-66,200,OK,Thread Group - 100 2-2,text,true,,3027,520,1,1,https://cse.buet.ac.bd/home/mission_vision,8,0,0
1734470877363,10,/home/news_detail/184-67,200,OK,Thread Group - 100 2-2,text,true,,4170,528,1,1,https://cse.buet.ac.bd/home/news_detail/184,10,0,0
1734470877373,7,/home/mission_vision-69,200,OK,Thread Group - 100 2-2,text,true,,3027,520,1,1,https://cse.buet.ac.bd/home/mission_vision,7,0,0
1734470877381,7,/home/history-70,200,OK,Thread Group - 100 2-2,text,true,,3275,520,1,1,https://cse.buet.ac.bd/home/history,7,0,0
1734470877389,10,/home/aboutus-71,200,OK,Thread Group - 100 2-2,text,true,,6687,513,1,1,https://cse.buet.ac.bd/home/aboutus,9,0,0
1734470877399,3,/moodle/theme/image.php/classic/core/1731384351/i/loading_small-1,200,OK,Thread Group - 100 2-2,bin,true,,2201,551,1,1,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/i/loading_small,3,0,0
1734470877402,20,/moodle/lib/ajax/getnavbranch.php-3,200,OK,Thread Group - 100 2-2,text,true,,1371,661,1,1,https://cse.buet.ac.bd/moodle/lib/ajax/getnavbranch.php,19,0,0
1734470877422,40,/moodle/course/index.php-2,200,OK,Thread Group - 100 2-2,text,false,"The operation lasted too long: It took 40 milliseconds, but should not have lasted longer than 30 milliseconds.",8122,519,1,1,https://cse.buet.ac.bd/moodle/course/index.php,40,0,0
1734470877463,3,/moodle/theme/yui_combo.php-4,200,OK,Thread Group - 100 2-2,text,true,,606,476,1,1,https://cse.buet.ac.bd/moodle/theme/yui_combo.php?m%2F1731384351%2Fcourse%2Fcategoryexpander%2Fcategoryexpander-min.js,3,0,0
1734470877466,3,/moodle/theme/image.php/classic/core/1731384351/t/collapsed-5,200,OK,Thread Group - 100 2-2,text,true,,844,547,1,1,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/t/collapsed,3,0,0
1734470877470,19,/moodle/lib/ajax/getnavbranch.php-6,200,OK,Thread Group - 100 2-2,text,true,,1371,677,1,1,https://cse.buet.ac.bd/moodle/lib/ajax/getnavbranch.php,19,0,0
